split,image,class_id,w_norm,h_norm,w_px,h_px,min_wh_threshold,line
train2,248_21349.jpg,0,0.028320,0.010742,29.0,11.0,0.015,0 0.024902 0.919434 0.028320 0.010742
train2,248_21359.jpg,0,0.029297,0.012695,30.0,13.0,0.015,0 0.137695 0.909668 0.029297 0.012695
train2,248_21368.jpg,0,0.044922,0.006836,46.0,7.0,0.015,0 0.123047 0.914551 0.044922 0.006836
train2,248_21376.jpg,0,0.028320,0.011719,29.0,12.0,0.015,0 0.030762 0.918945 0.028320 0.011719
train2,248_21385.jpg,0,0.041992,0.014648,43.0,15.0,0.015,0 0.085449 0.913574 0.041992 0.014648
train2,248_21413.jpg,0,0.037109,0.014648,38.0,15.0,0.015,0 0.064453 0.914551 0.037109 0.014648
train2,248_21469.jpg,0,0.039062,0.010742,40.0,11.0,0.015,0 0.110352 0.913574 0.039062 0.010742
train2,248_22555.jpg,0,0.028320,0.006836,29.0,7.0,0.015,0 0.714355 0.902832 0.028320 0.006836
train2,248_22555.jpg,0,0.031250,0.010742,32.0,11.0,0.015,0 0.691406 0.899902 0.031250 0.010742
train2,248_22562.jpg,0,0.027344,0.007812,28.0,8.0,0.015,0 0.699219 0.902344 0.027344 0.007812
train2,248_22567.jpg,0,0.022461,0.010742,23.0,11.0,0.015,0 0.705566 0.900879 0.022461 0.010742
train2,248_22575.jpg,0,0.041016,0.008789,42.0,9.0,0.015,0 0.745117 0.903809 0.041016 0.008789
train2,248_22675.jpg,0,0.054688,0.007812,56.0,8.0,0.015,0 0.714844 0.903320 0.054688 0.007812
train2,248_22716.jpg,0,0.038086,0.011719,39.0,12.0,0.015,0 0.647949 0.898438 0.038086 0.011719
train2,248_22736.jpg,0,0.038086,0.012695,39.0,13.0,0.015,0 0.664551 0.897949 0.038086 0.012695
train2,248_22745.jpg,0,0.035156,0.003906,36.0,4.0,0.015,0 0.651367 0.902344 0.035156 0.003906
train2,248_22749.jpg,0,0.041016,0.002930,42.0,3.0,0.015,0 0.678711 0.903809 0.041016 0.002930
train2,248_22749.jpg,0,0.043945,0.003906,45.0,4.0,0.015,0 0.608887 0.901367 0.043945 0.003906
train2,248_22756.jpg,0,0.060547,0.010742,62.0,11.0,0.015,0 0.705078 0.901855 0.060547 0.010742
train2,248_22756.jpg,0,0.030273,0.012695,31.0,13.0,0.015,0 0.642090 0.896973 0.030273 0.012695
train2,248_22758.jpg,0,0.030273,0.004883,31.0,5.0,0.015,0 0.641113 0.900879 0.030273 0.004883
train2,248_22758.jpg,0,0.039062,0.011719,40.0,12.0,0.015,0 0.571289 0.896484 0.039062 0.011719
train2,248_22765.jpg,0,0.041992,0.007812,43.0,8.0,0.015,0 0.732910 0.904297 0.041992 0.007812
train2,248_22765.jpg,0,0.038086,0.009766,39.0,10.0,0.015,0 0.618652 0.898438 0.038086 0.009766
train2,249_4293.jpg,0,0.056641,0.008789,58.0,9.0,0.015,0 0.209961 0.907715 0.056641 0.008789
train2,249_4313.jpg,0,0.063477,0.013672,65.0,14.0,0.015,0 0.115723 0.912109 0.063477 0.013672
train2,249_4325.jpg,0,0.060547,0.007812,62.0,8.0,0.015,0 0.110352 0.915039 0.060547 0.007812
train2,249_4346.jpg,0,0.057617,0.014648,59.0,15.0,0.015,0 0.083496 0.914551 0.057617 0.014648
train2,249_4368.jpg,0,0.066406,0.013672,68.0,14.0,0.015,0 0.043945 0.917969 0.066406 0.013672
train2,249_6937.jpg,0,0.055664,0.012695,57.0,13.0,0.015,0 0.555176 0.895020 0.055664 0.012695
train2,249_6978.jpg,0,0.091797,0.006836,94.0,7.0,0.015,0 0.530273 0.897949 0.091797 0.006836
train2,249_6992.jpg,0,0.063477,0.013672,65.0,14.0,0.015,0 0.510254 0.894531 0.063477 0.013672
train2,249_7021.jpg,0,0.079102,0.012695,81.0,13.0,0.015,0 0.678223 0.899902 0.079102 0.012695
train2,249_7021.jpg,0,0.062500,0.013672,64.0,14.0,0.015,0 0.761719 0.903320 0.062500 0.013672
train2,249_7043.jpg,0,0.054688,0.009766,56.0,10.0,0.015,0 0.797852 0.907227 0.054688 0.009766
train2,249_7059.jpg,0,0.064453,0.003906,66.0,4.0,0.015,0 0.818359 0.911133 0.064453 0.003906
train2,249_7087.jpg,0,0.065430,0.013672,67.0,14.0,0.015,0 0.886230 0.912109 0.065430 0.013672
train2,249_7124.jpg,0,0.064453,0.014648,66.0,15.0,0.015,0 0.927734 0.914551 0.064453 0.014648
train2,250_13337.jpg,0,0.012695,0.046875,13.0,48.0,0.015,0 0.993652 0.172852 0.012695 0.046875
train2,250_13567.jpg,0,0.060547,0.014648,62.0,15.0,0.015,0 0.870117 0.909668 0.060547 0.014648
train2,250_4181.jpg,0,0.044922,0.007812,46.0,8.0,0.015,0 0.177734 0.910156 0.044922 0.007812
train2,250_4195.jpg,0,0.045898,0.014648,47.0,15.0,0.015,0 0.235840 0.902832 0.045898 0.014648
train2,250_4228.jpg,0,0.046875,0.010742,48.0,11.0,0.015,0 0.239258 0.904785 0.046875 0.010742
train2,250_4228.jpg,0,0.040039,0.009766,41.0,10.0,0.015,0 0.386230 0.898438 0.040039 0.009766
train2,250_4242.jpg,0,0.041992,0.003906,43.0,4.0,0.015,0 0.328613 0.903320 0.041992 0.003906
train2,250_4242.jpg,0,0.039062,0.006836,40.0,7.0,0.015,0 0.363281 0.899902 0.039062 0.006836
train2,250_4257.jpg,0,0.051758,0.008789,53.0,9.0,0.015,0 0.187988 0.908691 0.051758 0.008789
train2,250_4257.jpg,0,0.037109,0.008789,38.0,9.0,0.015,0 0.366211 0.898926 0.037109 0.008789
train2,250_4257.jpg,0,0.041016,0.002930,42.0,3.0,0.015,0 0.332031 0.903809 0.041016 0.002930
train2,250_4261.jpg,0,0.045898,0.006836,47.0,7.0,0.015,0 0.411621 0.898926 0.045898 0.006836
train2,250_4279.jpg,0,0.037109,0.010742,38.0,11.0,0.015,0 0.356445 0.898926 0.037109 0.010742
train2,250_4289.jpg,0,0.044922,0.007812,46.0,8.0,0.015,0 0.329102 0.901367 0.044922 0.007812
train2,250_4314.jpg,0,0.040039,0.014648,41.0,15.0,0.015,0 0.417480 0.895020 0.040039 0.014648
train2,250_4355.jpg,0,0.039062,0.013672,40.0,14.0,0.015,0 0.380859 0.896484 0.039062 0.013672
train2,250_610.jpg,0,0.041016,0.014648,42.0,15.0,0.015,0 0.358398 0.896973 0.041016 0.014648
train2,250_6204.jpg,0,0.052734,0.011719,54.0,12.0,0.015,0 0.864258 0.911133 0.052734 0.011719
train2,250_6244.jpg,0,0.051758,0.010742,53.0,11.0,0.015,0 0.904785 0.914551 0.051758 0.010742
train2,250_6300.jpg,0,0.048828,0.000977,50.0,1.0,0.015,0 0.871094 0.913574 0.048828 0.000977
train2,250_6300.jpg,0,0.040039,0.006836,41.0,7.0,0.015,0 0.860840 0.912598 0.040039 0.006836
train2,250_6314.jpg,0,0.043945,0.003906,45.0,4.0,0.015,0 0.868652 0.915039 0.043945 0.003906
train2,250_6368.jpg,0,0.043945,0.011719,45.0,12.0,0.015,0 0.660645 0.898438 0.043945 0.011719
train2,250_6384.jpg,0,0.042969,0.010742,44.0,11.0,0.015,0 0.672852 0.899902 0.042969 0.010742
train2,250_6384.jpg,0,0.039062,0.008789,40.0,9.0,0.015,0 0.706055 0.901855 0.039062 0.008789
train2,250_6393.jpg,0,0.041992,0.013672,43.0,14.0,0.015,0 0.756348 0.902344 0.041992 0.013672
train2,250_6405.jpg,0,0.045898,0.009766,47.0,10.0,0.015,0 0.670410 0.900391 0.045898 0.009766
train2,250_6405.jpg,0,0.037109,0.000977,38.0,1.0,0.015,0 0.728516 0.905762 0.037109 0.000977
train2,250_914.jpg,0,0.040039,0.012695,41.0,13.0,0.015,0 0.651855 0.897949 0.040039 0.012695
train2,251_3914.jpg,0,0.012695,0.035156,13.0,36.0,0.015,0 0.006348 0.110352 0.012695 0.035156
train2,251_4079.jpg,0,0.040039,0.014648,41.0,15.0,0.015,0 0.130371 0.909668 0.040039 0.014648
train2,251_4099.jpg,0,0.039062,0.012695,40.0,13.0,0.015,0 0.155273 0.908691 0.039062 0.012695
train2,251_4099.jpg,0,0.033203,0.014648,34.0,15.0,0.015,0 0.168945 0.906738 0.033203 0.014648
train2,251_4103.jpg,0,0.039062,0.004883,40.0,5.0,0.015,0 0.155273 0.912598 0.039062 0.004883
train2,251_4103.jpg,0,0.033203,0.006836,34.0,7.0,0.015,0 0.168945 0.910645 0.033203 0.006836
train2,251_4142.jpg,0,0.045898,0.014648,47.0,15.0,0.015,0 0.384277 0.895996 0.045898 0.014648
train2,251_4160.jpg,0,0.052734,0.004883,54.0,5.0,0.015,0 0.213867 0.908691 0.052734 0.004883
train2,251_4204.jpg,0,0.049805,0.013672,51.0,14.0,0.015,0 0.214355 0.904297 0.049805 0.013672
train2,251_4243.jpg,0,0.049805,0.007812,51.0,8.0,0.015,0 0.175293 0.910156 0.049805 0.007812
train2,251_4282.jpg,0,0.043945,0.013672,45.0,14.0,0.015,0 0.123535 0.911133 0.043945 0.013672
train2,251_4296.jpg,0,0.044922,0.005859,46.0,6.0,0.015,0 0.208008 0.909180 0.044922 0.005859
train2,251_4320.jpg,0,0.044922,0.011719,46.0,12.0,0.015,0 0.342773 0.898438 0.044922 0.011719
train2,251_4320.jpg,0,0.043945,0.009766,45.0,10.0,0.015,0 0.377441 0.898438 0.043945 0.009766
train2,251_4353.jpg,0,0.045898,0.013672,47.0,14.0,0.015,0 0.055176 0.916016 0.045898 0.013672
train2,251_5802.jpg,0,0.040039,0.006836,41.0,7.0,0.015,0 0.520020 0.897949 0.040039 0.006836
train2,251_5802.jpg,0,0.051758,0.005859,53.0,6.0,0.015,0 0.652832 0.901367 0.051758 0.005859
train2,251_5812.jpg,0,0.049805,0.007812,51.0,8.0,0.015,0 0.640137 0.900391 0.049805 0.007812
train2,251_5834.jpg,0,0.038086,0.012695,39.0,13.0,0.015,0 0.571777 0.895996 0.038086 0.012695
train2,251_5874.jpg,0,0.044922,0.012695,46.0,13.0,0.015,0 0.653320 0.897949 0.044922 0.012695
train2,251_5894.jpg,0,0.042969,0.011719,44.0,12.0,0.015,0 0.619141 0.897461 0.042969 0.011719
train2,251_5929.jpg,0,0.043945,0.009766,45.0,10.0,0.015,0 0.687988 0.900391 0.043945 0.009766
train2,251_5991.jpg,0,0.049805,0.008789,51.0,9.0,0.015,0 0.645020 0.899902 0.049805 0.008789
train2,251_6023.jpg,0,0.050781,0.010742,52.0,11.0,0.015,0 0.669922 0.899902 0.050781 0.010742
train2,251_6437.jpg,0,0.008789,0.005859,9.0,6.0,0.015,0 0.695801 0.116211 0.008789 0.005859
train2,252_4266.jpg,0,0.043945,0.004883,45.0,5.0,0.015,0 0.129395 0.914551 0.043945 0.004883
train2,252_4279.jpg,0,0.061523,0.013672,63.0,14.0,0.015,0 0.196777 0.906250 0.061523 0.013672
train2,252_4320.jpg,0,0.053711,0.012695,55.0,13.0,0.015,0 0.192871 0.906738 0.053711 0.012695
train2,252_4320.jpg,0,0.041992,0.010742,43.0,11.0,0.015,0 0.118652 0.912598 0.041992 0.010742
train2,252_4383.jpg,0,0.046875,0.010742,48.0,11.0,0.015,0 0.132812 0.911621 0.046875 0.010742
train2,252_4436.jpg,0,0.041016,0.006836,42.0,7.0,0.015,0 0.225586 0.906738 0.041016 0.006836
train2,252_4479.jpg,0,0.050781,0.012695,52.0,13.0,0.015,0 0.357422 0.897949 0.050781 0.012695
train2,252_4479.jpg,0,0.044922,0.012695,46.0,13.0,0.015,0 0.285156 0.900879 0.044922 0.012695
train2,252_4505.jpg,0,0.041992,0.013672,43.0,14.0,0.015,0 0.309082 0.899414 0.041992 0.013672
train2,252_4534.jpg,0,0.049805,0.006836,51.0,7.0,0.015,0 0.449707 0.897949 0.049805 0.006836
train2,252_4586.jpg,0,0.045898,0.012695,47.0,13.0,0.015,0 0.303223 0.899902 0.045898 0.012695
train2,252_4636.jpg,0,0.042969,0.005859,44.0,6.0,0.015,0 0.341797 0.901367 0.042969 0.005859
train2,252_4651.jpg,0,0.045898,0.013672,47.0,14.0,0.015,0 0.326660 0.898438 0.045898 0.013672
train2,252_6220.jpg,0,0.068359,0.005859,70.0,6.0,0.015,0 0.807617 0.910156 0.068359 0.005859
train2,252_6276.jpg,0,0.056641,0.012695,58.0,13.0,0.015,0 0.778320 0.904785 0.056641 0.012695
train2,252_6285.jpg,0,0.052734,0.013672,54.0,14.0,0.015,0 0.791016 0.904297 0.052734 0.013672
train2,252_6285.jpg,0,0.047852,0.002930,49.0,3.0,0.015,0 0.773926 0.908691 0.047852 0.002930
train2,252_6304.jpg,0,0.043945,0.011719,45.0,12.0,0.015,0 0.922363 0.915039 0.043945 0.011719
train2,252_6317.jpg,0,0.051758,0.013672,53.0,14.0,0.015,0 0.861816 0.909180 0.051758 0.013672
train2,252_6328.jpg,0,0.043945,0.014648,45.0,15.0,0.015,0 0.787598 0.903809 0.043945 0.014648
train2,252_6347.jpg,0,0.048828,0.011719,50.0,12.0,0.015,0 0.842773 0.909180 0.048828 0.011719
train2,252_6354.jpg,0,0.047852,0.007812,49.0,8.0,0.015,0 0.752441 0.905273 0.047852 0.007812
train2,252_6385.jpg,0,0.044922,0.010742,46.0,11.0,0.015,0 0.724609 0.901855 0.044922 0.010742
train2,252_6473.jpg,0,0.041016,0.014648,42.0,15.0,0.015,0 0.701172 0.898926 0.041016 0.014648
train2,252_6473.jpg,0,0.041992,0.009766,43.0,10.0,0.015,0 0.613770 0.898438 0.041992 0.009766
train2,252_6505.jpg,0,0.046875,0.012695,48.0,13.0,0.015,0 0.644531 0.897949 0.046875 0.012695
train2,252_6513.jpg,0,0.047852,0.009766,49.0,10.0,0.015,0 0.721191 0.902344 0.047852 0.009766
train2,256_17944.jpg,0,0.009766,0.028320,10.0,29.0,0.015,0 0.995117 0.169434 0.009766 0.028320
train2,256_18004.jpg,0,0.012695,0.031250,13.0,32.0,0.015,0 0.993652 0.139648 0.012695 0.031250
train2,256_18447.jpg,0,0.013672,0.028320,14.0,29.0,0.015,0 0.006836 0.214355 0.013672 0.028320
train2,256_18511.jpg,0,0.010742,0.031250,11.0,32.0,0.015,0 0.005371 0.168945 0.010742 0.031250
train2,28_2044.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.988281 0.323730 0.013672 0.020508
train2,28_2045.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.985352 0.321777 0.013672 0.020508
train2,28_2046.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.983398 0.319824 0.013672 0.020508
train2,28_2047.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.980469 0.317871 0.013672 0.020508
train2,28_2048.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.977539 0.315918 0.013672 0.020508
train2,28_2049.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.975586 0.313965 0.013672 0.020508
train2,28_2050.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.972656 0.311035 0.013672 0.020508
train2,28_2051.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.969727 0.309082 0.013672 0.020508
train2,28_2052.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.966797 0.307129 0.013672 0.020508
train2,28_2053.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.964844 0.305176 0.013672 0.020508
train2,28_2054.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.961914 0.303223 0.013672 0.020508
train2,28_2054.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.992188 0.292480 0.011719 0.010742
train2,28_2055.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.959961 0.301270 0.013672 0.020508
train2,28_2055.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.989258 0.290527 0.011719 0.010742
train2,28_2056.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.957031 0.298340 0.013672 0.020508
train2,28_2056.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.987305 0.288574 0.011719 0.010742
train2,28_2057.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.955078 0.296387 0.013672 0.020508
train2,28_2057.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.984375 0.286621 0.011719 0.010742
train2,28_2058.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.952148 0.294434 0.013672 0.020508
train2,28_2058.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.982422 0.284668 0.011719 0.010742
train2,28_2059.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.950195 0.292480 0.013672 0.020508
train2,28_2059.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.979492 0.283691 0.011719 0.010742
train2,28_2060.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.947266 0.289551 0.013672 0.020508
train2,28_2060.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.976562 0.281738 0.011719 0.010742
train2,28_2061.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.945312 0.287598 0.013672 0.020508
train2,28_2061.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.974609 0.279785 0.011719 0.010742
train2,28_2062.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.942383 0.285645 0.013672 0.020508
train2,28_2062.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.971680 0.277832 0.011719 0.010742
train2,28_2063.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.940430 0.282715 0.013672 0.020508
train2,28_2063.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.969727 0.275879 0.011719 0.010742
train2,28_2064.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.934570 0.278809 0.013672 0.020508
train2,28_2064.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.966797 0.273926 0.011719 0.010742
train2,28_2064.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.975098 0.292969 0.014648 0.015625
train2,28_2064.jpg,0,0.013672,0.040039,14.0,41.0,0.015,0 0.993164 0.255371 0.013672 0.040039
train2,28_2065.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.932617 0.277832 0.013672 0.020508
train2,28_2065.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.964844 0.272949 0.011719 0.010742
train2,28_2065.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.973145 0.291992 0.014648 0.015625
train2,28_2066.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.930664 0.275879 0.013672 0.020508
train2,28_2066.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.962891 0.270996 0.011719 0.010742
train2,28_2066.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.971191 0.290039 0.014648 0.015625
train2,28_2067.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.927734 0.274902 0.013672 0.020508
train2,28_2067.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.959961 0.270020 0.011719 0.010742
train2,28_2067.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.968262 0.289062 0.014648 0.015625
train2,28_2068.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.925781 0.272949 0.013672 0.020508
train2,28_2068.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.958008 0.268066 0.011719 0.010742
train2,28_2068.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.966309 0.287109 0.014648 0.015625
train2,28_2069.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.923828 0.271973 0.013672 0.020508
train2,28_2069.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.956055 0.267090 0.011719 0.010742
train2,28_2069.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.964355 0.286133 0.014648 0.015625
train2,28_2070.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.921875 0.270996 0.013672 0.020508
train2,28_2070.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.954102 0.266113 0.011719 0.010742
train2,28_2070.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.962402 0.285156 0.014648 0.015625
train2,28_2071.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.919922 0.269043 0.013672 0.020508
train2,28_2071.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.952148 0.264160 0.011719 0.010742
train2,28_2071.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.960449 0.283203 0.014648 0.015625
train2,28_2072.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.916992 0.268066 0.013672 0.020508
train2,28_2072.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.949219 0.263184 0.011719 0.010742
train2,28_2072.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.957520 0.282227 0.014648 0.015625
train2,28_2073.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.915039 0.266113 0.013672 0.020508
train2,28_2073.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.947266 0.261230 0.011719 0.010742
train2,28_2073.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.955566 0.280273 0.014648 0.015625
train2,28_2073.jpg,0,0.015625,0.014648,16.0,15.0,0.015,0 0.976562 0.268066 0.015625 0.014648
train2,28_2074.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.913086 0.265137 0.013672 0.020508
train2,28_2074.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.945312 0.260254 0.011719 0.010742
train2,28_2074.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.953613 0.279297 0.014648 0.015625
train2,28_2075.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.911133 0.263184 0.013672 0.020508
train2,28_2075.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.943359 0.258301 0.011719 0.010742
train2,28_2075.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.951660 0.277344 0.014648 0.015625
train2,28_2076.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.908203 0.261230 0.013672 0.020508
train2,28_2076.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.940430 0.256348 0.011719 0.010742
train2,28_2076.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.948730 0.275391 0.014648 0.015625
train2,28_2077.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.906250 0.259277 0.013672 0.020508
train2,28_2077.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.938477 0.254395 0.011719 0.010742
train2,28_2077.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.946777 0.273438 0.014648 0.015625
train2,28_2078.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.903320 0.257324 0.013672 0.020508
train2,28_2078.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.935547 0.252441 0.011719 0.010742
train2,28_2078.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.943848 0.271484 0.014648 0.015625
train2,28_2079.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.901367 0.255371 0.013672 0.020508
train2,28_2079.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.933594 0.250488 0.011719 0.010742
train2,28_2079.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.941895 0.269531 0.014648 0.015625
train2,28_2080.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.899414 0.252441 0.013672 0.020508
train2,28_2080.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.931641 0.247559 0.011719 0.010742
train2,28_2080.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.939941 0.266602 0.014648 0.015625
train2,28_2080.jpg,0,0.015625,0.014648,16.0,15.0,0.015,0 0.960938 0.251465 0.015625 0.014648
train2,28_2081.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.896484 0.250488 0.013672 0.020508
train2,28_2081.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.928711 0.245605 0.011719 0.010742
train2,28_2081.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.937012 0.264648 0.014648 0.015625
train2,28_2082.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.894531 0.248535 0.013672 0.020508
train2,28_2082.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.926758 0.243652 0.011719 0.010742
train2,28_2082.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.935059 0.262695 0.014648 0.015625
train2,28_2083.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.891602 0.246582 0.013672 0.020508
train2,28_2083.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.923828 0.241699 0.011719 0.010742
train2,28_2083.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.932129 0.260742 0.014648 0.015625
train2,28_2084.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.886719 0.241699 0.013672 0.020508
train2,28_2084.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.920898 0.238770 0.011719 0.010742
train2,28_2084.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.929199 0.255859 0.014648 0.015625
train2,28_2085.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.884766 0.240723 0.013672 0.020508
train2,28_2085.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.918945 0.237793 0.011719 0.010742
train2,28_2085.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.927246 0.254883 0.014648 0.015625
train2,28_2086.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.882812 0.238770 0.013672 0.020508
train2,28_2086.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.916992 0.235840 0.011719 0.010742
train2,28_2086.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.925293 0.252930 0.014648 0.015625
train2,28_2087.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.880859 0.237793 0.013672 0.020508
train2,28_2087.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.915039 0.234863 0.011719 0.010742
train2,28_2087.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.923340 0.251953 0.014648 0.015625
train2,28_2088.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.878906 0.235840 0.013672 0.020508
train2,28_2088.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.913086 0.232910 0.011719 0.010742
train2,28_2088.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.921387 0.250000 0.014648 0.015625
train2,28_2089.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.876953 0.234863 0.013672 0.020508
train2,28_2089.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.911133 0.231934 0.011719 0.010742
train2,28_2089.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.919434 0.249023 0.014648 0.015625
train2,28_2090.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.875000 0.233887 0.013672 0.020508
train2,28_2090.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.909180 0.230957 0.011719 0.010742
train2,28_2090.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.917480 0.248047 0.014648 0.015625
train2,28_2091.jpg,0,0.013672,0.020508,14.0,21.0,0.015,0 0.873047 0.231934 0.013672 0.020508
train2,28_2091.jpg,0,0.011719,0.010742,12.0,11.0,0.015,0 0.907227 0.229004 0.011719 0.010742
train2,28_2091.jpg,0,0.014648,0.015625,15.0,16.0,0.015,0 0.915527 0.246094 0.014648 0.015625
