split,image,class_id,w_norm,h_norm,w_px,h_px,min_wh_threshold,line
train2,31_2058.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.862305 0.245605 0.015625 0.012695
train2,31_2059.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.860352 0.244629 0.015625 0.012695
train2,31_2060.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.858398 0.242676 0.015625 0.012695
train2,31_2062.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.854492 0.239746 0.015625 0.012695
train2,31_2063.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.851562 0.237793 0.015625 0.012695
train2,31_2064.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.849609 0.236816 0.015625 0.012695
train2,31_2065.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.847656 0.234863 0.015625 0.012695
train2,31_2066.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.845703 0.232910 0.015625 0.012695
train2,31_2067.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.842773 0.231934 0.015625 0.012695
train2,31_2068.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.840820 0.229980 0.015625 0.012695
train2,31_2069.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.837891 0.229004 0.015625 0.012695
train2,31_2070.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.835938 0.227051 0.015625 0.012695
train2,31_2071.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.833984 0.225098 0.015625 0.012695
train2,31_2072.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.831055 0.224121 0.015625 0.012695
train2,31_2073.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.829102 0.222168 0.015625 0.012695
train2,31_2074.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.826172 0.221191 0.015625 0.012695
train2,31_2075.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.824219 0.219238 0.015625 0.012695
train2,31_2076.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.821289 0.217285 0.015625 0.012695
train2,31_2077.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.818359 0.215332 0.015625 0.012695
train2,31_2078.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.815430 0.213379 0.015625 0.012695
train2,31_2080.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.810547 0.210449 0.015625 0.012695
train2,31_2087.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.790039 0.196777 0.015625 0.012695
train2,31_2089.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.784180 0.193848 0.015625 0.012695
train2,31_2090.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.782227 0.192871 0.015625 0.012695
train2,31_2091.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.779297 0.190918 0.015625 0.012695
train2,31_2092.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.776367 0.189941 0.015625 0.012695
train2,31_2093.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.773438 0.187988 0.015625 0.012695
train2,31_2094.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.770508 0.187012 0.015625 0.012695
train2,31_2095.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.767578 0.185059 0.015625 0.012695
train2,31_2096.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.765625 0.183105 0.015625 0.012695
train2,31_2097.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.763672 0.181152 0.015625 0.012695
train2,31_2098.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.760742 0.179199 0.015625 0.012695
train2,31_2099.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.758789 0.177246 0.015625 0.012695
train2,31_2100.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.756836 0.175293 0.015625 0.012695
train2,31_2101.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.754883 0.172363 0.015625 0.012695
train2,31_2102.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.752930 0.170410 0.015625 0.012695
train2,31_2103.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.750000 0.168457 0.015625 0.012695
train2,31_2104.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.748047 0.166504 0.015625 0.012695
train2,31_2105.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.746094 0.164551 0.015625 0.012695
train2,31_2106.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.744141 0.162598 0.015625 0.012695
train2,31_2107.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.741211 0.161621 0.015625 0.012695
train2,31_2108.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.739258 0.159668 0.015625 0.012695
train2,31_2109.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.736328 0.158691 0.015625 0.012695
train2,31_2110.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.734375 0.156738 0.015625 0.012695
train2,31_2111.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.732422 0.154785 0.015625 0.012695
train2,31_2112.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.729492 0.153809 0.015625 0.012695
train2,31_2113.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.727539 0.151855 0.015625 0.012695
train2,31_2114.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.724609 0.150879 0.015625 0.012695
train2,31_2115.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.722656 0.148926 0.015625 0.012695
train2,31_2116.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.720703 0.146973 0.015625 0.012695
train2,31_2117.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.717773 0.145996 0.015625 0.012695
train2,31_2118.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.715820 0.144043 0.015625 0.012695
train2,31_2119.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.712891 0.143066 0.015625 0.012695
train2,31_2120.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.710938 0.141113 0.015625 0.012695
train2,31_2121.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.708008 0.139160 0.015625 0.012695
train2,31_2122.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.706055 0.138184 0.015625 0.012695
train2,31_2123.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.703125 0.136230 0.015625 0.012695
train2,31_2124.jpg,0,0.015625,0.012695,16.0,13.0,0.015,0 0.701172 0.135254 0.015625 0.012695
train2,31_3812.jpg,0,0.014648,0.040039,15.0,41.0,0.015,0 0.992676 0.378418 0.014648 0.040039
val2,10_2569.jpg,0,0.028320,0.004883,29.0,5.0,0.015,0 0.656738 0.897949 0.028320 0.004883
val2,10_2689.jpg,0,0.014355,0.048340,14.7,49.5,0.015,0 0.030518 0.432959 0.014355 0.048340
val2,10_2692.jpg,0,0.014941,0.050488,15.3,51.7,0.015,0 0.030811 0.446533 0.014941 0.050488
val2,10_3079.jpg,0,0.025391,0.013672,26.0,14.0,0.015,0 0.458984 0.891602 0.025391 0.013672
val2,10_3079.jpg,0,0.030273,0.011719,31.0,12.0,0.015,0 0.427246 0.892578 0.030273 0.011719
val2,10_3079.jpg,0,0.039062,0.003906,40.0,4.0,0.015,0 0.378906 0.897461 0.039062 0.003906
val2,10_3079.jpg,0,0.031250,0.001953,32.0,2.0,0.015,0 0.513672 0.896484 0.031250 0.001953
val2,10_3085.jpg,0,0.033203,0.010742,34.0,11.0,0.015,0 0.377930 0.894043 0.033203 0.010742
val2,10_3105.jpg,0,0.035156,0.005859,36.0,6.0,0.015,0 0.714844 0.900391 0.035156 0.005859
val2,10_3135.jpg,0,0.035156,0.013672,36.0,14.0,0.015,0 0.261719 0.897461 0.035156 0.013672
val2,10_3148.jpg,0,0.035156,0.010742,36.0,11.0,0.015,0 0.227539 0.900879 0.035156 0.010742
test2,161_6305.jpg,0,0.013672,0.046875,14.0,48.0,0.015,0 0.006836 0.798828 0.013672 0.046875
test2,161_6315.jpg,0,0.014648,0.044922,15.0,46.0,0.015,0 0.007324 0.772461 0.014648 0.044922
test2,161_6335.jpg,0,0.013672,0.035156,14.0,36.0,0.015,0 0.008789 0.742188 0.013672 0.035156
test2,161_6335.jpg,0,0.008789,0.031250,9.0,32.0,0.015,0 0.004395 0.778320 0.008789 0.031250
test2,161_6365.jpg,0,0.045898,0.008789,47.0,9.0,0.015,0 0.228027 0.895996 0.045898 0.008789
test2,161_7829.jpg,0,0.051758,0.011719,53.0,12.0,0.015,0 0.325684 0.888672 0.051758 0.011719
test2,161_7999.jpg,0,0.040039,0.007812,41.0,8.0,0.015,0 0.305176 0.891602 0.040039 0.007812
test2,161_8413.jpg,0,0.027344,0.008789,28.0,9.0,0.015,0 0.986328 0.911621 0.027344 0.008789
test2,161_8423.jpg,0,0.013672,0.063477,14.0,65.0,0.015,0 0.993164 0.673340 0.013672 0.063477
test2,161_8443.jpg,0,0.013672,0.057617,14.0,59.0,0.015,0 0.993164 0.679199 0.013672 0.057617
test2,162_7719.jpg,0,0.034180,0.012695,35.0,13.0,0.015,0 0.238770 0.892090 0.034180 0.012695
test2,162_7720.jpg,0,0.034180,0.009766,35.0,10.0,0.015,0 0.238770 0.893555 0.034180 0.009766
test2,162_7723.jpg,0,0.039062,0.014648,40.0,15.0,0.015,0 0.186523 0.895020 0.039062 0.014648
test2,162_7726.jpg,0,0.039062,0.005859,40.0,6.0,0.015,0 0.190430 0.899414 0.039062 0.005859
test2,162_7727.jpg,0,0.020508,0.011719,21.0,12.0,0.015,0 0.210449 0.894531 0.020508 0.011719
test2,162_8450.jpg,0,0.012500,0.058789,12.8,60.2,0.015,0 0.993750 0.815527 0.012500 0.058789
test2,162_8450.jpg,0,0.012891,0.058691,13.2,60.1,0.015,0 0.993555 0.836572 0.012891 0.058691
test2,163_6123.jpg,0,0.009766,0.040039,10.0,41.0,0.015,0 0.007812 0.734863 0.009766 0.040039
test2,163_6133.jpg,0,0.008789,0.029297,9.0,30.0,0.015,0 0.004395 0.816406 0.008789 0.029297
test2,163_6143.jpg,0,0.007812,0.040039,8.0,41.0,0.015,0 0.003906 0.778809 0.007812 0.040039
test2,163_6173.jpg,0,0.042969,0.014648,44.0,15.0,0.015,0 0.076172 0.904785 0.042969 0.014648
test2,163_6183.jpg,0,0.040039,0.005859,41.0,6.0,0.015,0 0.119629 0.905273 0.040039 0.005859
test2,163_6193.jpg,0,0.023438,0.002930,24.0,3.0,0.015,0 0.048828 0.912598 0.023438 0.002930
test2,163_6203.jpg,0,0.044922,0.012695,46.0,13.0,0.015,0 0.125000 0.901855 0.044922 0.012695
test2,163_6203.jpg,0,0.036133,0.002930,37.0,3.0,0.015,0 0.172363 0.901855 0.036133 0.002930
test2,163_6203.jpg,0,0.037109,0.010742,38.0,11.0,0.015,0 0.190430 0.896973 0.037109 0.010742
test2,163_6335.jpg,0,0.040039,0.014648,41.0,15.0,0.015,0 0.380371 0.884277 0.040039 0.014648
test2,163_7620.jpg,0,0.049805,0.014648,51.0,15.0,0.015,0 0.643066 0.885254 0.049805 0.014648
test2,163_7650.jpg,0,0.041016,0.001953,42.0,2.0,0.015,0 0.531250 0.888672 0.041016 0.001953
test2,163_7660.jpg,0,0.042969,0.008789,44.0,9.0,0.015,0 0.683594 0.890137 0.042969 0.008789
test2,163_7660.jpg,0,0.041992,0.011719,43.0,12.0,0.015,0 0.641113 0.886719 0.041992 0.011719
test2,163_7772.jpg,0,0.049805,0.012695,51.0,13.0,0.015,0 0.236816 0.893066 0.049805 0.012695
test2,260_24142.jpg,0,0.009766,0.032227,10.0,33.0,0.015,0 0.995117 0.479004 0.009766 0.032227
test2,260_24385.jpg,0,0.014648,0.040039,15.0,41.0,0.015,0 0.992676 0.814941 0.014648 0.040039
test2,261_8105.jpg,0,0.033203,0.013672,34.0,14.0,0.015,0 0.325195 0.887695 0.033203 0.013672
test2,262_6207.jpg,0,0.027344,0.010742,28.0,11.0,0.015,0 0.062500 0.907715 0.027344 0.010742
test2,264_19860.jpg,0,0.012695,0.031250,13.0,32.0,0.015,0 0.993652 0.499023 0.012695 0.031250
test2,264_28451.jpg,0,0.028320,0.008789,29.0,9.0,0.015,0 0.220215 0.895996 0.028320 0.008789
test2,265_23973.jpg,0,0.014648,0.031250,15.0,32.0,0.015,0 0.007324 0.146484 0.014648 0.031250
test2,265_24574.jpg,0,0.014648,0.031250,15.0,32.0,0.015,0 0.992676 0.283203 0.014648 0.031250
test2,276_2008.jpg,0,0.041016,0.008789,42.0,9.0,0.015,0 0.394531 0.898926 0.041016 0.008789
test2,276_2035.jpg,0,0.013672,0.024414,14.0,25.0,0.015,0 0.006836 0.884277 0.013672 0.024414
test2,276_2076.jpg,0,0.028320,0.012695,29.0,13.0,0.015,0 0.052246 0.916504 0.028320 0.012695
test2,276_2835.jpg,0,0.033203,0.009766,34.0,10.0,0.015,0 0.672852 0.900391 0.033203 0.009766
test2,276_2843.jpg,0,0.028320,0.006836,29.0,7.0,0.015,0 0.111816 0.914551 0.028320 0.006836
test2,276_2858.jpg,0,0.039062,0.011719,40.0,12.0,0.015,0 0.717773 0.901367 0.039062 0.011719
test2,276_2873.jpg,0,0.048828,0.013672,50.0,14.0,0.015,0 0.610352 0.896484 0.048828 0.013672
test2,276_2890.jpg,0,0.035156,0.011719,36.0,12.0,0.015,0 0.877930 0.911133 0.035156 0.011719
test2,276_5008.jpg,0,0.008789,0.033203,9.0,34.0,0.015,0 0.995605 0.686523 0.008789 0.033203
test2,276_5037.jpg,0,0.011719,0.045898,12.0,47.0,0.015,0 0.994141 0.737012 0.011719 0.045898
test2,276_5043.jpg,0,0.013672,0.041992,14.0,43.0,0.015,0 0.993164 0.665527 0.013672 0.041992
test2,276_5428.jpg,0,0.013477,0.063867,13.8,65.4,0.015,0 0.006836 0.145215 0.013477 0.063867
test2,276_5428.jpg,0,0.013379,0.060938,13.7,62.4,0.015,0 0.006787 0.116797 0.013379 0.060938
test2,276_5478.jpg,0,0.010742,0.033203,11.0,34.0,0.015,0 0.005371 0.103516 0.010742 0.033203
test2,276_6147.jpg,0,0.011719,0.041016,12.0,42.0,0.015,0 0.994141 0.504883 0.011719 0.041016
test2,276_6277.jpg,0,0.011719,0.029297,12.0,30.0,0.015,0 0.994141 0.208008 0.011719 0.029297
test2,276_6280.jpg,0,0.011719,0.029297,12.0,30.0,0.015,0 0.994141 0.208008 0.011719 0.029297
test2,276_6304.jpg,0,0.012695,0.038086,13.0,39.0,0.015,0 0.993652 0.222168 0.012695 0.038086
test2,276_6337.jpg,0,0.011719,0.029297,12.0,30.0,0.015,0 0.994141 0.520508 0.011719 0.029297
test2,276_6338.jpg,0,0.009766,0.029297,10.0,30.0,0.015,0 0.995117 0.521484 0.009766 0.029297
test2,276_6377.jpg,0,0.012695,0.034180,13.0,35.0,0.015,0 0.993652 0.261230 0.012695 0.034180
test2,276_6395.jpg,0,0.010742,0.042969,11.0,44.0,0.015,0 0.994629 0.210938 0.010742 0.042969
test2,276_6439.jpg,0,0.012695,0.042969,13.0,44.0,0.015,0 0.993652 0.546875 0.012695 0.042969
test2,276_8668.jpg,0,0.009766,0.031250,10.0,32.0,0.015,0 0.995117 0.156250 0.009766 0.031250
test2,276_9127.jpg,0,0.011719,0.027344,12.0,28.0,0.015,0 0.994141 0.742188 0.011719 0.027344
test2,276_9211.jpg,0,0.029297,0.009766,30.0,10.0,0.015,0 0.878906 0.912109 0.029297 0.009766
test2,276_9255.jpg,0,0.028320,0.009766,29.0,10.0,0.015,0 0.717285 0.901367 0.028320 0.009766
test2,276_9300.jpg,0,0.026367,0.006836,27.0,7.0,0.015,0 0.531738 0.897949 0.026367 0.006836
test2,276_9587.jpg,0,0.036133,0.009766,37.0,10.0,0.015,0 0.153809 0.910156 0.036133 0.009766
test2,277_10029.jpg,0,0.030273,0.013672,31.0,14.0,0.015,0 0.175293 0.906250 0.030273 0.013672
test2,277_10034.jpg,0,0.030273,0.006836,31.0,7.0,0.015,0 0.176270 0.909668 0.030273 0.006836
test2,277_10034.jpg,0,0.028320,0.013672,29.0,14.0,0.015,0 0.018066 0.918945 0.028320 0.013672
test2,277_6648.jpg,0,0.009766,0.026367,10.0,27.0,0.015,0 0.995117 0.358887 0.009766 0.026367
test2,277_6690.jpg,0,0.010742,0.029297,11.0,30.0,0.015,0 0.994629 0.137695 0.010742 0.029297
test2,277_6716.jpg,0,0.008789,0.026367,9.0,27.0,0.015,0 0.995605 0.431152 0.008789 0.026367
test2,277_6760.jpg,0,0.010742,0.023438,11.0,24.0,0.015,0 0.994629 0.463867 0.010742 0.023438
test2,277_6773.jpg,0,0.010742,0.022461,11.0,23.0,0.015,0 0.994629 0.294434 0.010742 0.022461
test2,277_6816.jpg,0,0.010742,0.021484,11.0,22.0,0.015,0 0.994629 0.481445 0.010742 0.021484
test2,277_6874.jpg,0,0.010742,0.022461,11.0,23.0,0.015,0 0.994629 0.491699 0.010742 0.022461
test2,277_9829.jpg,0,0.024414,0.012695,25.0,13.0,0.015,0 0.136230 0.909668 0.024414 0.012695
test2,277_9839.jpg,0,0.029297,0.011719,30.0,12.0,0.015,0 0.166016 0.908203 0.029297 0.011719
test2,277_9855.jpg,0,0.023438,0.008789,24.0,9.0,0.015,0 0.130859 0.911621 0.023438 0.008789
test2,277_9879.jpg,0,0.021484,0.008789,22.0,9.0,0.015,0 0.110352 0.913574 0.021484 0.008789
test2,278_5168.jpg,0,0.030273,0.011719,31.0,12.0,0.015,0 0.185059 0.907227 0.030273 0.011719
test2,278_5675.jpg,0,0.014551,0.060254,14.9,61.7,0.015,0 0.019678 0.324268 0.014551 0.060254
test2,278_6091.jpg,0,0.028320,0.007812,29.0,8.0,0.015,0 0.694824 0.901367 0.028320 0.007812
test2,279_2721.jpg,0,0.014160,0.069336,14.5,71.0,0.015,0 0.007080 0.860449 0.014160 0.069336
test2,279_2724.jpg,0,0.028320,0.009766,29.0,10.0,0.015,0 0.102051 0.914062 0.028320 0.009766
test2,279_2769.jpg,0,0.029297,0.013672,30.0,14.0,0.015,0 0.084961 0.913086 0.029297 0.013672
test2,279_3769.jpg,0,0.032227,0.011719,33.0,12.0,0.015,0 0.970215 0.918945 0.032227 0.011719
test2,279_3822.jpg,0,0.014648,0.010742,15.0,11.0,0.015,0 0.992676 0.920410 0.014648 0.010742
test2,279_3881.jpg,0,0.031250,0.010742,32.0,11.0,0.015,0 0.887695 0.912598 0.031250 0.010742
test2,279_3905.jpg,0,0.010742,0.019531,11.0,20.0,0.015,0 0.994629 0.916016 0.010742 0.019531
test2,279_3966.jpg,0,0.020508,0.006836,21.0,7.0,0.015,0 0.571777 0.897949 0.020508 0.006836
test2,279_5924.jpg,0,0.008789,0.027344,9.0,28.0,0.015,0 0.995605 0.215820 0.008789 0.027344
test2,279_5962.jpg,0,0.007812,0.030273,8.0,31.0,0.015,0 0.996094 0.224121 0.007812 0.030273
test2,279_5992.jpg,0,0.008789,0.027344,9.0,28.0,0.015,0 0.995605 0.436523 0.008789 0.027344
test2,279_6001.jpg,0,0.011719,0.024414,12.0,25.0,0.015,0 0.994141 0.593262 0.011719 0.024414
test2,279_6029.jpg,0,0.010742,0.026367,11.0,27.0,0.015,0 0.994629 0.311035 0.010742 0.026367
test2,280_2768.jpg,0,0.011719,0.019531,12.0,20.0,0.015,0 0.008789 0.852539 0.011719 0.019531
test2,280_2796.jpg,0,0.011719,0.040039,12.0,41.0,0.015,0 0.007812 0.850098 0.011719 0.040039
test2,280_2825.jpg,0,0.029297,0.009766,30.0,10.0,0.015,0 0.102539 0.914062 0.029297 0.009766
test2,280_2862.jpg,0,0.026367,0.011719,27.0,12.0,0.015,0 0.116699 0.912109 0.026367 0.011719
test2,280_2925.jpg,0,0.019531,0.008789,20.0,9.0,0.015,0 0.476562 0.896973 0.019531 0.008789
test2,280_2938.jpg,0,0.030273,0.007812,31.0,8.0,0.015,0 0.245605 0.905273 0.030273 0.007812
test2,280_2944.jpg,0,0.022461,0.008789,23.0,9.0,0.015,0 0.463379 0.896973 0.022461 0.008789
test2,280_2958.jpg,0,0.032227,0.008789,33.0,9.0,0.015,0 0.388184 0.898926 0.032227 0.008789
test2,280_3803.jpg,0,0.008789,0.027344,9.0,28.0,0.015,0 0.995605 0.898438 0.008789 0.027344
test2,280_3831.jpg,0,0.005859,0.033203,6.0,34.0,0.015,0 0.997070 0.764648 0.005859 0.033203
test2,280_3898.jpg,0,0.012695,0.015625,13.0,16.0,0.015,0 0.993652 0.761719 0.012695 0.015625
test2,280_3946.jpg,0,0.008789,0.031250,9.0,32.0,0.015,0 0.995605 0.765625 0.008789 0.031250
test2,280_4326.jpg,0,0.013672,0.027344,14.0,28.0,0.015,0 0.012695 0.202148 0.013672 0.027344
test2,280_4359.jpg,0,0.014160,0.068359,14.5,70.0,0.015,0 0.007178 0.137012 0.014160 0.068359
test2,280_4399.jpg,0,0.007812,0.031250,8.0,32.0,0.015,0 0.003906 0.120117 0.007812 0.031250
test2,280_4453.jpg,0,0.007812,0.024414,8.0,25.0,0.015,0 0.003906 0.123535 0.007812 0.024414
test2,280_5962.jpg,0,0.006836,0.041016,7.0,42.0,0.015,0 0.996582 0.319336 0.006836 0.041016
test2,280_5998.jpg,0,0.013672,0.025391,14.0,26.0,0.015,0 0.993164 0.319336 0.013672 0.025391
test2,280_6011.jpg,0,0.008789,0.031250,9.0,32.0,0.015,0 0.995605 0.297852 0.008789 0.031250
test2,280_6038.jpg,0,0.007812,0.027344,8.0,28.0,0.015,0 0.996094 0.331055 0.007812 0.027344
test2,280_6058.jpg,0,0.006836,0.029297,7.0,30.0,0.015,0 0.996582 0.347656 0.006836 0.029297
test2,280_6078.jpg,0,0.007812,0.023438,8.0,24.0,0.015,0 0.996094 0.278320 0.007812 0.023438
test2,280_6102.jpg,0,0.012695,0.049805,13.0,51.0,0.015,0 0.993652 0.468262 0.012695 0.049805
test2,281_7886.jpg,0,0.030273,0.012695,31.0,13.0,0.015,0 0.697754 0.899902 0.030273 0.012695
test2,281_7910.jpg,0,0.027344,0.009766,28.0,10.0,0.015,0 0.774414 0.905273 0.027344 0.009766
test2,281_7992.jpg,0,0.033203,0.013672,34.0,14.0,0.015,0 0.625977 0.896484 0.033203 0.013672
test2,281_8304.jpg,0,0.014063,0.035254,14.4,36.1,0.015,0 0.022266 0.416650 0.014063 0.035254
test2,282_4749.jpg,0,0.034180,0.005859,35.0,6.0,0.015,0 0.591309 0.899414 0.034180 0.005859
test2,282_4775.jpg,0,0.043945,0.006836,45.0,7.0,0.015,0 0.432129 0.898926 0.043945 0.006836
test2,282_4799.jpg,0,0.033203,0.008789,34.0,9.0,0.015,0 0.485352 0.896973 0.033203 0.008789
test2,282_6015.jpg,0,0.006836,0.031250,7.0,32.0,0.015,0 0.003418 0.102539 0.006836 0.031250
test2,282_6035.jpg,0,0.014355,0.059570,14.7,61.0,0.015,0 0.007178 0.108203 0.014355 0.059570
test2,282_6058.jpg,0,0.007812,0.022461,8.0,23.0,0.015,0 0.003906 0.102051 0.007812 0.022461
test2,282_6509.jpg,0,0.006836,0.031250,7.0,32.0,0.015,0 0.996582 0.723633 0.006836 0.031250
test2,282_6528.jpg,0,0.006836,0.021484,7.0,22.0,0.015,0 0.996582 0.649414 0.006836 0.021484
test2,282_6558.jpg,0,0.009766,0.030273,10.0,31.0,0.015,0 0.995117 0.543457 0.009766 0.030273
test2,282_8426.jpg,0,0.014648,0.024414,15.0,25.0,0.015,0 0.992676 0.300293 0.014648 0.024414
test2,282_8459.jpg,0,0.004883,0.025391,5.0,26.0,0.015,0 0.997559 0.388672 0.004883 0.025391
test2,282_8490.jpg,0,0.005859,0.026367,6.0,27.0,0.015,0 0.997070 0.172363 0.005859 0.026367
test2,282_8552.jpg,0,0.008789,0.026367,9.0,27.0,0.015,0 0.995605 0.111816 0.008789 0.026367
test2,282_9395.jpg,0,0.021484,0.004883,22.0,5.0,0.015,0 0.118164 0.914551 0.021484 0.004883
test2,282_9521.jpg,0,0.006836,0.024414,7.0,25.0,0.015,0 0.003418 0.881348 0.006836 0.024414
test2,282_9530.jpg,0,0.021484,0.009766,22.0,10.0,0.015,0 0.083008 0.915039 0.021484 0.009766
test2,283_1668.jpg,0,0.004883,0.028320,5.0,29.0,0.015,0 0.997559 0.745605 0.004883 0.028320
test2,283_1733.jpg,0,0.018555,0.006836,19.0,7.0,0.015,0 0.990723 0.922363 0.018555 0.006836
test2,283_1827.jpg,0,0.005859,0.013672,6.0,14.0,0.015,0 0.997070 0.918945 0.005859 0.013672
test2,283_2728.jpg,0,0.007812,0.027344,8.0,28.0,0.015,0 0.996094 0.780273 0.007812 0.027344
test2,283_2738.jpg,0,0.009766,0.029297,10.0,30.0,0.015,0 0.995117 0.470703 0.009766 0.029297
test2,283_2824.jpg,0,0.009766,0.025391,10.0,26.0,0.015,0 0.995117 0.270508 0.009766 0.025391
test2,283_2850.jpg,0,0.007812,0.034180,8.0,35.0,0.015,0 0.996094 0.441895 0.007812 0.034180
test2,283_5338.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.785156 0.902832 0.025391 0.014648
test2,283_5411.jpg,0,0.020508,0.003906,21.0,4.0,0.015,0 0.605957 0.900391 0.020508 0.003906
test2,283_5422.jpg,0,0.007812,0.036133,8.0,37.0,0.015,0 0.996094 0.389160 0.007812 0.036133
test2,283_5432.jpg,0,0.009766,0.026367,10.0,27.0,0.015,0 0.995117 0.214355 0.009766 0.026367
test2,283_9714.jpg,0,0.010742,0.017578,11.0,18.0,0.015,0 0.994629 0.698242 0.010742 0.017578
test2,283_9766.jpg,0,0.017578,0.006836,18.0,7.0,0.015,0 0.969727 0.920410 0.017578 0.006836
test2,283_9779.jpg,0,0.024414,0.005859,25.0,6.0,0.015,0 0.939941 0.918945 0.024414 0.005859
test2,283_9799.jpg,0,0.022461,0.004883,23.0,5.0,0.015,0 0.924316 0.917480 0.022461 0.004883
test2,283_9889.jpg,0,0.018555,0.009766,19.0,10.0,0.015,0 0.826660 0.908203 0.018555 0.009766
test2,284_1874.jpg,0,0.029297,0.006836,30.0,7.0,0.015,0 0.111328 0.914551 0.029297 0.006836
test2,284_1879.jpg,0,0.021484,0.005859,22.0,6.0,0.015,0 0.625000 0.900391 0.021484 0.005859
test2,284_1934.jpg,0,0.010742,0.016602,11.0,17.0,0.015,0 0.008301 0.850098 0.010742 0.016602
test2,284_1971.jpg,0,0.023438,0.005859,24.0,6.0,0.015,0 0.031250 0.921875 0.023438 0.005859
test2,284_1991.jpg,0,0.008789,0.025391,9.0,26.0,0.015,0 0.004395 0.905273 0.008789 0.025391
test2,284_2024.jpg,0,0.021484,0.007812,22.0,8.0,0.015,0 0.291016 0.902344 0.021484 0.007812
test2,284_2047.jpg,0,0.021484,0.006836,22.0,7.0,0.015,0 0.318359 0.901855 0.021484 0.006836
test2,284_2624.jpg,0,0.006836,0.024414,7.0,25.0,0.015,0 0.996582 0.622559 0.006836 0.024414
test2,284_2630.jpg,0,0.006836,0.037109,7.0,38.0,0.015,0 0.996582 0.833008 0.006836 0.037109
test2,284_2652.jpg,0,0.013965,0.060742,14.3,62.2,0.015,0 0.993018 0.757617 0.013965 0.060742
test2,284_2660.jpg,0,0.005859,0.038086,6.0,39.0,0.015,0 0.997070 0.832520 0.005859 0.038086
test2,284_2682.jpg,0,0.010742,0.029297,11.0,30.0,0.015,0 0.994629 0.643555 0.010742 0.029297
